A;;APR;;;;;April;ZAHL;;;BB12;;;;;;;PR;;;;;;;;
A;A;;;;;;A|ra·(bi)'en;ENTITY;;;;;;+;;;;I-E;;;;;;;;
A;;AR;TBD VOK-R BUT #NOT# LONG;;;;Ar·beit;;;;;;;+;;;;;;;F;;;;;
A;;AR;LOOK-UP EISENBERG(!);;;;ar·bei·ten;;;;BB12;;;;;;;;;;INF;;;;;
A;;ÄR;;;;;är·gern;;;;;BB34;;;;;Ä;;RN;;INF;;DWDS:T-SCHWA;;;
A;;AR;;;;;Arm;APLUa=a:;bäd=vok-r;;BB12;;;;;;;;RM;;M;;DWDS: VOK-R;;;*FÜR 'A'
A;;AR;;;;;arm;;;;;;;+;;;;;RM;;;;;;;
;;;;;;;Är·mel;;;;;;;+;;;;;;;M;"von ""Arm"" ";RED-SIL '-m(e)l';;;
A;;AR;;;;;Arsch;ADULT;;;;;;+;;;;;;;M;;DWDS: VOK-R;;;
A;;AR;;;;;Arzt;;;;;BB34;NRW;;;;;ZT;ZT;;M;(AUS GRIECH.);DWDS:VOK-R;;;
A;;AR;;;;;Arzt+pra·xis;;;;;;;;;;;;;;F;;K-CLUSTER;;;QUIZ-WORT
A;;ÄR;;;;;Ärz·tin;;;;;BB34;;;;;Ä;;;-IN;F;GENDER-AFFDIX-UMLAUT;(CHILD OF 'Arzt');;;
A;;ASCH;;;;;Asche;;;;;;;+;;;;SCH;;;F;;;;SCH-SCH;SHARED SYL JOINT'
A;A;;;;;;A|(si)'en;;;;;;NRW;;;;;;;;;;;;;
A;;AS;;;;;Ast;;;;BB12;;;;;;;;ST;;M;;;;;
A;;AS;;;;;As·sel;;;;;;;;;;;;;;F;;;;;
A;A;;;;;;A|sy=y:l;;;;;;;+;;;;y=y:;;;N;GRIECH ('Schutzraum');;;;
A;A;;;;;;A|tem;;;;;;;+;;;;;;;M;;;;;
A;(A);;;;;;(at)·men;;;;;;;+;;;;;;;INF;(SANSKRIT 'atman');FOKO LANG-V ZU SUBSTANTIV;;;
A;A;;;;;;A|v=vo·ca·do;ENTITY;;;;;;+;;;;;;;F;;;;;
AU;AU;;;;;;Au·a;;;;;;;+;;;;;;;N;"(auch Interjektion ""aua"")";"Babysprache ""Schmerzen""";"AUSSPRACHE (FAST) WIE ARABISCH ""waw""";;
AU;AU;;;;;024;auch;;BB;NRW;;;NRW;;;;;;;;;;BIG-X;;;
AU;AU;;;;;021;auf;;BB;NRW;;;NRW;;;;;;;;PRÄPOS;;;;;
;;;;;;;auf*;;;;;;;;;;;;;F;AFFIX;;;;;"""*"" AVOIDS NEED TO NUMBER HOMONYMS"
AU;AUF-;;;;;;Auf-ga·be;;;;BB12;;;;;;;;;;F;;;;;
AU;AUF-;;;;;;auf-pas·sen;;;;;;NRW;;;;;;;;INF;;;;;
AU;AUF-;;;;;;auf-räumen;;;;;BB34;;;;;ÄU;;;;INF;;;;;
AU;AUF-;;;;;;auf-wachen;;;;;;NRW;;;;;;;;INF;;;;;
AU;AUF-;;;;;;auf-wecken;;;;;BB34;;;;;;;;;INF;;;;;
AU;AU;;;;;;Au·ge;APLUau=aU;;;BB12;;NRW;;;;;;;;N;;;;;*FÜR 'AU'
AU;AU;;;;;;Au·gust;ZAHL;;;BB12;;;;;;;;ST;;;;;;;
AU;AU;;;;;033;aus;;BB;NRW;;;NRW;;;;;;;;;;;;;
;;;;;;;aus*;;;;;;;+;;;;;;;AFFIX;"#TBD# vergl. ENG ""dis-"" ""ex-""";;;;
AU;AU;;;;;;au·ßen;;;;;BB34;;;;;;ß;;;ADV;;;;;
AU;AU;;;;;;au·ßer·dem;;;;;;NRW;;;;;ß;;;;;DWDS:T-SCHWA;;;
;;;;;;;Aus-nah·me;;;;;;;+;;;;;;;F;von 'nehmen';"diff. ""Name""";;;OP
;;;;;;;Aus-ru·fe+zei·chen;;;;;;;+;;;;;;;N;;;;;OP
AU;AU;;;;;;Au·stra·(li)'en;;;;;;NRW;;;;;;;;;;;;;
AU;AU;;;;;;Aus-weis;;;;;;;+;;;;;;;M;FOKO PLU (VOICELESS);;;;
AU;AU;;;;;;Aus-wei·se;;;;;;;+;;;;;;;M PLU;CHILD PLU;TEST: PLU 'Aus·wei·se;;;
AU;AU;;;;;;Au·to;SCHPAau=aU ALMAau=aU;;;BB12;;NRW;;;;;;;;N;;;;;*FÜR 'AU'
AU;AU;;;;;;Au·to·mat;;;;;;;+;;;;;;;M;POSTF '-mat' (LANG);;;;
;AX;;;;;;Axel;ENTITY;;;;;;+;;;;;;;;(männl. Vorname);"diff. ""Achsel""";;;
;;;;;;;Axt;;;;;;;+;;;;;;;F;;;"(engl. ""ax"" or ""axe"")";;
Ä;Ä;;;;;;Ä|gy=Yp·ten;ENTITY;;;;;;ä=E:;;;Ä;y=Ü;;;;;;;;
Ä;ÄH;;;;;;ähn·lich;;;;;;;äh=E:;;;Ä;ÄH;;;;;LANG-H;;;
Ä;ÄH;;;;;;Äh·re;;;;;;;äh=E:;;;Ä;;;;F;;;;;
Ä;;ÄL;;;;;äl·ter;;;;;;;+;alt;;Ä;;;;KOMPARA;;(T-SCHWA);;;
A;;ÄM;;;;;Äm·ter;;;;;;;+;Amt;;Ä;;;;N PLU;;(T-SCHWA);;;
Ä;;ÄPF;;;;;Äp·fel;SCHPAä=E ALMAä=E APLUä=E;;;;;;;Apfel;;Ä;;;;M PLU;;;;;*FÜR 'Ä'
Ä;;ÄR;;;;;Är·ger;;;;;;;+;;;Ä;ÄR;;;M;;VOK-R UND DWDS:T-SCHWA;;PROTO-WORT;VOK-R UND T-SCHWA
ÄU;ÄU;MTBG;;;;;Äu·ßer·lich·keit;;;;;;;+;;;ÄU;ß;;-LICH -KEIT;F;;;;;(ALLE VON 'au·ßen' ABGELEITET)
ÄU;ÄU;;;;;;Äu·ße·rung;;;;;;;+;;;ÄU;ß;;-UNG;F;;;;;
ÄU;ÄU;;;;;;äu·ßerst;;;;;;;+;außen;;ÄU;ß;ST;;SUPERLA;FOKO CHILD OF 'außen';ÄU' VERY RARE (T-SCHWA);;;
 TBD SORT 'ÄU' SEPARATELY;;;;;;;;;;;;;;;;;;;;;;;;;;
B;(BA);;;;;;Ba·by=i:;;;;BB12;;;;;;;y=i:;;;N;ENGL. (PHON) 'Bäi·bie';DT. ORTHOGR. EIGENTL. 'Bee·bie';;;
B;;BACK;;;;;ba·cken;;;;;BB34;;;;;;;;;;VERB;;;;
B;BA;;;;;;ba·den;;;;BB12;;;;;;;;;;;VERB;;;;
B;BAH;;;;;;Bahn;;;;;BB34;;;;;;;;;F;;;;;
B;;BAL;;;;;bald;;;NRW;;;NRW;;;;;;LD;;;;;;;
B;;BAL;;;;;Ball;ALMAb=b;;;BB12;;NRW;;;;;;;;M;;;;;*FÜR 'B'
B;BA;;;;;;Ba·na·ne;APLUb=b;;;;;NRW;;;;;;;;F;;;;;*FÜR 'B'
B;;BAN;;;;;Band;;;;;;;+;;;;D/T;ND;;N;;;;;
B;;BANK;;;;;Bank;;;;BB12;;;;;;;NK;NK;;F;;;;;
B;;BAN;;;;;Bann;;;;;;;+;;;;;;;M;SCHÄRFUNG/FOKO 'bannen';vergl. 'Bahn';;;
B;BAR;;;;;;Bar+geld;;;;;;;+;;;;;LD;;N;PROTO-TROCHÄUS ;VERGL FRZ. '(la) baguette';;;
B;BAU;;;;;;Bauch;;;;BB12;;;;;;;;;;M;;;;;
B;BAU;;;;;;bau·en;;;;BB12;;NRW;;;;;;;;INF;;;;;
B;BAU;;;;;;Bau·er;;;;;;;+;;;;;;;M;HIAT/JOINT;DWDS:T-SCHWA;vergl. BRIT 'pow(er)';;
B;BAU;;;;;;Baum;;;;BB12;;NRW;;;;;;;;M;;;;;
B;(BÄU);TBD FILTER 'ÄU' IN ANY POS;;;;;Bäu·me;;;;;;;;Baum;;ÄU;;;;M PLU;;;;;
B;BEE;;;;;;Bee·re;;;;;;;+;;;;;;;F;;;;;
B;BEE;;;;;;Beet;;;;;;;+;;;;;;;N;;;;;
B;;BE-;;;;;be*;;;;;;;+;;;;;;B(E)-;;AFFIX vergl. DWDS https://www.dwds.de/wb/be-;;IMMER UNBETONT (SCHWA);;
B;;BE-;;;;;be-feh·len;;;;;;NRW;;;NONE;;;;;INF;;LANG-H FOKO ZU 'Befehl';;;
B;;BE-;;;;;er/sie/es_be-fiehlt;;;;;;NRW;;befehlen;;;;LT;;3SINGINDPRÄS;;ABLAUT LANG-V LANG-H FOKO VERB INF;;;
B;;BE-;;;;;be-geg·nen;;;;;;NRW;;;;;;;;INF;vergl. Abl. von 'gegen';;;;
B;;BE-;;;;;be-gin·nen;;;;;BB34;;;;;;;;;INF;;;;;
B;;BE-;;;;;ich/er/sie/es_be-gann;;;;;BB34;;;beginnen;;;NN;;;13SINGINDPRÄT;;3PSINDPRÄT FOKO ZU VERB INF;;;
B;;BE-;;;;;be-gon·nen;;;;;BB34;;;beginnen;;;;;;PARTPERF;CHILD_OF beginnen;Partizip;;;
B;BEI;;;;;040;bei;;BB;NRW;;;NRW;;;;;;;;;;;;;
B;BEI;;;;;;bei·de;;;;;;;+;;;;-E;;;;;;;;
B;BEI;;;;;;beim;;;;;;;+;;;;;;;;('bei dem');vergl. 'Bein';;;
B;BEI;;;;;;Bein;;;;BB12;;;;;;;;;;N;;;;;
B;BEI;;;;;;Bei+spiel;;;;;BB34;NRW;;;;;;;;N;"""Bei"" ist adj. Wortteil";diff:'Ballspiel' 'Bleistift';;;OP
B;BEI;;;;;;bei·ßen;;;;;BB34;;;;;;ß;;;INF;;(stimmloser Anfangsrand);;;
B;;BE-;;;;;be-kom·men;;;;;;NRW;;;NONE;;;;;INF;;;;;
B;;BE-;;;;;be-loh·nen;;;;;BB34;NRW;;;NONE;;OH;;;INF;;LANG-H SCHÄRFUNG;vergl. 'Lohn';;
B;;BE-;;;;;be-ob·ach·ten;;;;;BB34;;;;T(E)N;;ACH;;;INF;;BIG-X;;;
B;;BE;;;;;be-(quem);;;;;BB34;;;;;;QU;;;;;;;;
B;;BE-;;;;;be-ra·ten;;;;;;;+;;;;;;;INF;;;;;
B;;BE-;;;;;be-reit;;;;;BB34;;;;;;EI;;;;;;;;
B;;BE-;;;;;be-reits;;;;;BB34;;;;;;;TS;;;;;;;
B;;BER;;;;;Berg;;;;;;NRW;;;;;G/K;RG;;M;;DWDS:VOK-R;;;
B;;BE-;;;;;Be-(ruf);;;;;BB34;;;;;;;;;M;FOKO VERB 'ru·fen';;;;
B;BE;;;;;;Be·sen;;;;;;;+;;;;;;;M;;;;;
B;;BE-;;;;;be-siegen;;;;;;NRW;;;G(E)N;;;;;INF;;;;;
B;;BES;;;;;bes·ser;;;;;BB34;NRW;;;;;;;;;;DWDS:T-SCHWA;;;
B;;BES;;;;;bes·te;;;;;;NRW;;;;;;;;;;;;;
B;;BE-;;;;;be-stimmt;;;;;BB34;;;;;;MM;MT;BE-;ADJ;(PARTIZIPIAL ADJ);DBL-K SCHÄRFUNG/FOKO;('klassifiziert') vergl. DWDS;;
;;;;;;;be-stimmt;;;;;;;;bestimmen;;;;;;PARTPERF;;;;;
B;;BE-;;;;;be-wegen;;;;BB12;;;;;G(E)N;;;;;INF;;;;;
B;BE;;;;;;be·ten;;;;;;;+;;T(E)N;;;;;INF;;;;;
B;BE;;;;;;Be·ton;;;;;;;+;;;;;;;M;;(wie 'ong');;;
B;;BE-;;;;;Be-to·nung;;;;;;;+;;;;;NG;;F;;;;;
B;;BET;;;;;Bett;SCHPAb=b;;;;BB34;NRW;;;;;TT;;;N;;;;;*FÜR 'B'
B;BEU;;;;;;Beu·le;;;;;;;+;;;;;;;F;;;;;
B;BEU;;;;;;Beu·te;;;;;;;+;;;;;;;F;;;;;
B;BEU;;;;;;Beu·tel;;;;;;;+;;T(E)L;;;;;M;;;;;
B;;BE-;TBD AFFIX 'BE-' IN COL 'MORPHEM';;;;be-vor;;;;;BB34;NRW;;;;;;;BE-;;;DWDS: VOK-R;;;
B;;BE-;;;;;be-zah·len;;;;BB12;;;;;TBD;;;;;INF;VERB;;vergl. 'Zahl';;
B;BIE;;;;;;bie·gen;;;;;BB34;;;;G(E)N;;;;;INF;VERB;;;;
B;BIE;;;;;;Bie·ne;;;;;;;+;;;;IE;;;F;;vergl. 'Beine' ('CONFUSION MATRIX');;;
B;BIE;;;;;;Bier;;;;;;;+;;;;;;;N;;DWDS: VOK-R;;;
B;;BIL;;;;;Bild;;;;BB12;;;;;;;;LD;;N;D/T;;;;
B;;BIL;;;;;bil·lig;;;;;;;;;-lig;;;X;;;von 'billigen';phonetisch wie '-lich';;;
B;;BIN;;;;;ich_bin;;;NRW;;;NRW;;sein;;;;;;1SINGINDPRÄS;CHILD_OF sein;1PSINDAKPRÄS 'sein';;;
B;;BIR;;;;;Bir·ne;;;;BB12;;NRW;;;;;IR;;;F;;(VOK-R);;;
B;;BIS;;;;081;bis;;BB;NRW;;;NRW;;;;;;;;;;;;;
B;;BIS;;;;;Biss;;;;;BB34;;;;;;;;;M;SCHÄRFUNG ;diff:”Biss”;;;
B;;BIS;;;;;biss·chen;;;NRW;;BB34;NRW;;;;;;;;;CHEN;;;;
B;;BIS;;;;;du_bist;;;;;;NRW;;sein;;;;ST;;2SINGINDPRÄS;CHILD_OF sein;2PSINGINDAKPRÄS;;;
B;;BIT;;;;;bitte;;;;;;;+;;;;;;;ADV;;;;;
B;;BIT;;;;;bit·ten;;;;BB12;;NRW;;;;;;;;INF;;vergl. 'Bit·te';;;
B (2K);;;BL;BL_A;;;Bla·se;;;;;;;+;;;;;;;F;;;;;
;;;BL;BL_A;;;bla·sen;;;;;;;+;;;;;;;INF;;('mit Luft füllen');;;
B;;;BL;;BL_AS;;blass;;;;;;;+;;;;;;;;;vergl 'b(e)·las·sen';;;
B;;;BL;;BL_AT;;Blatt;;;;BB12;;;;;;;;;;N;;;;;
B;;;BL;BL_AU;;;blau;COLOR;;;BB12;;;;;;;;;;;;;;;
B;;;BL;BL_EI;;;blei·ben;;;;BB12;;NRW;;;;;;;;INF;;;;;
B;;;BL;BL_EI;;;Blei+stift;;;;;;;+;;;;EI;FT;;M;;vergl. 'Stift';;;OP
B;;;BL;;BL_ICK;;Blick;;;;;BB34;;;;;;CK;;;M;;;;;
B;;;BL;;BL_ICK;;bli·cken;;;;;BB34;;;;;;CK;;;INF;;;;;
B;;;BL;;BL_IN;;blind;;;;;BB34;;;;;;;ND;;;D/T;;;;
B;;;BL;;BL_IN;;Blin·de;;;;;BB34;;;;;;;;;MF;;;;;
B;;;BL;;BL_IT;;Blitz;;;;;BB34;;;;;;TZ;TZ;;M;(T)-TS;;;;
B;;;BL;;BL_IT;;blit·zen;;;;;BB34;;;;;;;;;INF;;;;;
B;;;BL;;BL_OCK;;Block;;;;;BB34;;;;;;;;;M;;;;;
B;;;BL;BL_O;;;(bloß);;;;;BB34;;;;;;ß;;;;;LANG-V FOKO zu “Blö·ße”;;;
B;;;BL;BL_Ö;;;(blöd);;;;;;;+;;;Ö;;;;ADJ;;LANG-V FOKO zu “blö·de”;;;
B;;;BL;BL_Ö;;;Blö·ße;;;;;;;+;;;Ö;;;;F;;;;;
B;;;BL;BL_U;;;Blu·me;;;;BB12;;;;;;;;;;F;;;;;
B;;;BL;BL_Ü;;;blü·hen;TEMP-H;;;BB12;;;;;;Ü;;;;INF;;“H”=FUGE/HIAT;;;
B;;;BL;BL_Ü;;;Blü·te;;;;BB12;;;;;;Ü;;;;F;;;;;
B;BO;;;;;;Bo·den;;;;BB12;;;;;;;;;;M;;;;;
B;BOH;;;;;;Boh·ne;;;;;;;+;;;;OH;;;F;;SCHÄRFUNG LANG-V;;;
B;BOH;;;;;;boh·ren;;;;;BB34;;;;;;OH;;;INF;;LANG-H;;;
B;BOO;;;;;;Boot;;;;;BB34;NRW;;;;;;;;N;;;;;
B;BÖ;;;;;;bö·se;;;;BB12;;NRW;;;;Ö;;;;;;;;;
B;;BOX;;;;;box·en;;;;;BB34;;;;TBD;;X;;;INF;X=KS;;;;
B;;BOX;;;;;Bo·xer;;;;;;;+;;;;X;;;M;X=KS;DWDS:T-SCHWA ('BOK-S(ER)');;;(TRENNUNG BS) BO-KSER NOT BOK-SER?
B (2K);;;BR;BR_A;;;Bra·che;;;;;;;+;;;;ACH;;;F;LANG-V BIG-X;;;;
B;;;BR;;BR_AN;;Brand;;;;;BB34;;;;;;;ND;;M;DT;;;;
B;;;BR;BR_A;;;bra·ten;;;;;;;+;;T(E)N;;;;;INF;;diff. 'be·ra·ten';;;
B;;;BR;BR_A;;;Brat+wurst;;;;;;;+;;;;;ST;;F;;FOKO ZU “braten';;;
B;;;BR;BR_AU;;;brau·chen;;;;;;NRW;;;TBD;;CH(EN);;;INF;;SMALL-X (NOT “CHEN”);;;
B;;;BR;BR_AU;;;braun;COLOR;;;BB12;;;;;;;;;;;;;;;
B;;;BR;BR_A;;;brav;;;;;BB34;;;;;;V=F;;;ADJ;;FOKO ZU PLU;;;
B;;;BR;BR_A;;;der/die/das_bra·v=ve;;;;;;;+;brav;;;V=W;;;ADJ;MIT BEST. ART. PLUS SING;vergl. ITAL. 'Bravo';;;
B;;;BR;BR_EI;;;Brei;;;;;;;+;;;;;;;M;;;;;
B;;;BR;BR_EI;;;breit;;;;;;;+;;;;;;;;;diff':'b(e)reit';;;
B;;;BR;;BR_EN;;bren·nen;;;;;BB34;;;;;;;;;INF;;;;;
B;;;BR;;BR_AN;;ich/er/sie/es_brann·te;;;;;BB34;;;brennen;;;NN;;;13SINGINDPRÄT;CHILD_OF brennen;DBL-K FOKO ZU INF;;;
B;;;BR;;BR_ET;;Brett;;;;;;;+;;;;;;;N;;;;;
B;;;BR;BR_E;;;Bre·zel;;;;;;;+;;Z(E)L;;;;;F;;;;;
B;;;BR;BR_IE;;;Brief;SCHPAie=i:;;;BB12;;NRW;180523;;;;IE;;;M;LANG-I;;;;*FÜR LANG-'IE'
B;;;BR;;BR_IL;;Bril·le;;;;;BB34;;;;;;LL;;;F;SCHÄRFUNG KURZ-V;;;;
B;;;BR;;BR_I(NG);;brin·gen;;;;BB12;;NRW;;;;;NG;;;INF;;;;;
B;;;BR;BR_O;;;(Brot);;;;BB12;;NRW;;;;;;;;N;FOKO ZU PLU;;;;
B;;;BR;BR_O;;;Bro·te;;;;;;;;;;;;;;N PLU;;;;;
B;;;BR;;BR_ÜCK;;Brü·cke;;;;;BB34;;;;;Ü;CK;;;F;;;;;
B;;;BR;BR_U;;;Bru·der;;;;BB12;;NRW;;;;;;;;M;;(T-SCHWA);NICHT(!) WIE ARTIKEL 'der';;
B;;;BR;BR_Ü;;;Brü·der;;;;;;;+;;;Ü;;;;M PLU;PLU CHILD_OF 'Bruder';(T-SCHWA);;;
B;;;BR;BR_U;;;Bru·no;ENTITY;;;;;;+;;;;;;;;;;;;
B;;;BR;BR_Ü;;;Brü·he;TEMP-H;;;;;;+;;;;;;;F;HIAT (SILBENTRENNENDES-H);ü(j)e';;;
B;;;BR;;BR_ÜL;;brül·len;;;;;;;+;;;Ü;;;;INF;;;;;
B;;;BR;;BR_UM;;brum·men;;;;;;NRW;;;;;;;;INF;;;;;
B;(BU);OK (DONT SHOW 'WRONG' CLOSURE LTRS);;;;;(Buch);ALMAch=x APLUch=x;;;BB12;;NRW;160523;;;;UCH;;;N;LANG-V FOKO PLU/WURZEL 'Buche';BIG-X ;;ARAB. 'Kitab';OP *FÜR BIG-'CH'
B;BÜ;;;;;;Bü·cher;APLUü=y:;;;;;;+;Buch;;Ü;ÜCH;;;N PLU;PLU N;(V-HARMONIE?) das/u ZU die/ü;SMALL-X (T-SCHWA);;*FÜR 'Ü'
B;(BU);;;;;;(Buch)+sta·be;;;;;;;+;;;;UCH;;;M;BIG-X;ARAB. 'Harf' PLU 'Huruf';;;OP
;;;;;;;(Buch)+sta·ben;;;;;;;;;;;;;;M PLU;PLURAL;;;;
B;BU;;;;;;Bu·che;;;;;;;+;;;;UCH;;;F;BIG-X;;;;
B;;BÜCHS;;;;;Büch·se;BS TRENNUNG;;;;;;+;;;Ü;CHS;;;F;=KS;SYN 'Dose';;;
B;;BUN;;;;;Bun·des+netz+a|gen·tur;TEST;;;;;;;;;;;;;F;;;;;QUIZ-WORT
B;;BUN;;;;;bunt;;;;BB12;;;;;;;;NT;;;;;;;
B;;BU(R);;;;;Burg;;;;;;NRW;;;;;;RG;;F;;(VOK-R);;;
B;;BUS;;;;;Bus;;;;;;NRW;;;;;;;;M;(LAT) NO FOKO PLU;(VON 'Omnibus');;;
B;;BUS;;;;;Bus·se;;;;;;;+;;;;;;;M PLU;PLU CHILD_OF 'Bus';;;;
B;BU;;;;;;Bu·sen;ADULT;;;;;;+;;S(E)N;;;;SUB M;M;;;;;
B;BU;;;;;;Bu·ße;;;;;;;+;;;;ß;;;F;;;;;
B;;BUSCH;;;;;Busch;;;;BB12;;;;;;;SCH;;;M;;;;;
B;;BÜSCH;;;;;Bü·sche;;;;;;;+;;;Ü;SCH;;;M PLU;PLU CHILD_OF 'Busch';SHARED SYL JOINT 'SCH';;;ANIMATION SCH-SCH
B;;BUT;;;;;But·ter;;;;;;;+;;;;TT;;;F;;DWDS:T-SCHWA;;;
C;;(CEN)=SSEN;;;;;C=sent;;;;BB12;;NRW;;;;;;NT;;M;ENGL 'ESS';UNVOICED-S ANFANGSRAND;;LEHN;
C;;(CEL)_TSCHEL;;;;;C=tSel·lo;;;;;;;+;;;;;;;N;ITAL 'TSCH';;;LEHN;
;;;;;;;Ch=ka·os;;;;;;;+;;;;;;;N;"GRIECH. 'ch=x""";;"""leerer Raum""";"(CHANGED ""·"" TO ""'"")";
